SpecialDay,OperatingSystems,Region,VisitorType,Weekend,Revenue
0.0,2,7,Returning_Visitor,True,False
0.0,1,4,Returning_Visitor,True,False
0.0,4,9,Returning_Visitor,False,False
0.0,2,6,New_Visitor,False,False
1.0,2,7,Returning_Visitor,True,False
0.0,3,8,Returning_Visitor,True,False
0.0,2,1,New_Visitor,True,False
0.0,3,7,Returning_Visitor,False,False
0.0,2,9,New_Visitor,False,False
0.0,3,6,Returning_Visitor,False,False
1.0,3,6,Returning_Visitor,True,False
0.0,2,6,Returning_Visitor,True,False
0.6,2,3,Returning_Visitor,False,False
0.4,2,1,New_Visitor,False,False
0.6,1,3,Returning_Visitor,False,False
0.0,7,6,Returning_Visitor,True,False
1.0,2,1,New_Visitor,True,False
1.0,2,5,Returning_Visitor,True,False
0.0,2,3,New_Visitor,True,False
0.8,3,4,Returning_Visitor,False,False
0.0,1,3,New_Visitor,False,True
1.0,2,6,Returning_Visitor,True,False
0.8,2,7,Returning_Visitor,False,False
0.0,4,2,Returning_Visitor,True,False
0.8,3,1,Returning_Visitor,False,False
1.0,1,7,Returning_Visitor,True,False
0.0,3,2,Returning_Visitor,True,False
0.0,3,8,Returning_Visitor,False,False
0.6,1,2,Returning_Visitor,False,False
0.2,2,3,Returning_Visitor,False,False
0.0,3,7,New_Visitor,True,False
0.6,3,3,Returning_Visitor,False,False
0.6,2,2,Returning_Visitor,False,False
0.0,4,1,New_Visitor,False,True
0.0,1,2,Returning_Visitor,True,False
0.6,1,8,Returning_Visitor,False,False
0.2,2,6,Returning_Visitor,False,False
0.0,5,4,Returning_Visitor,False,False
0.6,3,6,Returning_Visitor,False,False
0.0,2,4,New_Visitor,False,False
0.0,4,1,New_Visitor,True,True
0.8,3,3,Returning_Visitor,False,False
1.0,1,3,Returning_Visitor,True,False
0.0,3,4,New_Visitor,False,False
0.0,6,3,Returning_Visitor,False,False
0.0,1,7,New_Visitor,False,False
0.2,1,4,Returning_Visitor,False,False
0.0,8,1,Returning_Visitor,False,False
0.0,4,6,Returning_Visitor,False,False
0.2,4,1,Returning_Visitor,False,False
0.0,1,9,Returning_Visitor,True,False
0.4,2,4,Returning_Visitor,False,False
0.0,2,2,New_Visitor,True,False
0.4,2,3,Returning_Visitor,False,False
0.4,2,2,Returning_Visitor,False,False
0.0,2,8,New_Visitor,True,False
0.0,3,5,Returning_Visitor,True,False
0.0,3,8,New_Visitor,False,False
0.0,2,6,New_Visitor,True,True
0.0,2,7,New_Visitor,False,False
0.0,1,8,Returning_Visitor,True,False
0.4,3,4,Returning_Visitor,False,False
0.6,1,1,Returning_Visitor,False,False
0.2,3,4,Returning_Visitor,False,False
0.6,2,6,New_Visitor,False,False
0.6,2,4,Returning_Visitor,False,False
0.0,1,2,New_Visitor,True,True
0.8,3,7,Returning_Visitor,False,False
0.0,3,2,New_Visitor,True,False
0.0,3,6,New_Visitor,False,False
0.0,3,1,New_Visitor,True,False
0.0,3,9,Returning_Visitor,True,False
0.4,2,7,Returning_Visitor,False,False
0.2,1,3,Returning_Visitor,False,False
0.2,3,3,Returning_Visitor,False,False
1.0,2,2,Returning_Visitor,True,False
0.0,6,2,Returning_Visitor,False,False
1.0,3,4,Returning_Visitor,True,False
0.8,2,2,Returning_Visitor,False,False
1.0,1,9,Returning_Visitor,True,False
0.4,2,6,Returning_Visitor,False,False
0.8,2,5,Returning_Visitor,False,False
0.0,4,9,Returning_Visitor,True,False
0.0,1,8,New_Visitor,False,True
0.2,2,1,New_Visitor,False,True
0.0,3,2,New_Visitor,False,False
0.0,8,3,Returning_Visitor,False,False
0.6,2,5,Returning_Visitor,False,False
0.0,6,9,Returning_Visitor,False,False
0.4,2,8,Returning_Visitor,False,False
0.8,3,2,Returning_Visitor,False,False
0.8,2,9,New_Visitor,False,True
0.2,1,8,Returning_Visitor,False,False
0.0,1,7,New_Visitor,True,False
1.0,2,8,Returning_Visitor,True,False
0.6,3,7,New_Visitor,False,False
0.0,1,2,New_Visitor,False,False
0.2,3,2,Returning_Visitor,False,False
0.2,2,9,New_Visitor,False,True
0.0,1,7,Returning_Visitor,False,False
1.0,2,1,Returning_Visitor,True,False
0.2,2,5,Returning_Visitor,False,False
0.2,2,8,Returning_Visitor,False,True
1.0,3,3,Returning_Visitor,True,False
0.0,3,3,New_Visitor,True,True
0.0,1,4,New_Visitor,True,False
1.0,1,1,Returning_Visitor,True,False
0.0,1,4,New_Visitor,False,False
0.8,1,1,Returning_Visitor,False,False
0.2,2,2,Returning_Visitor,False,False
0.0,2,4,Other,False,False
0.0,4,7,Returning_Visitor,False,False
0.0,1,9,New_Visitor,False,False
0.0,1,5,Returning_Visitor,False,False
0.4,1,8,Returning_Visitor,False,False
1.0,1,1,New_Visitor,True,True
0.0,3,7,Returning_Visitor,True,False
0.6,3,8,Returning_Visitor,False,False
0.6,4,3,Returning_Visitor,False,False
0.4,2,5,Returning_Visitor,False,False
0.6,3,2,Returning_Visitor,False,False
0.8,3,7,Returning_Visitor,True,False
0.8,1,9,Returning_Visitor,False,False
0.0,1,1,Other,True,False
0.0,2,5,New_Visitor,True,False
0.0,1,6,New_Visitor,True,True
0.4,1,3,Returning_Visitor,False,False
0.6,2,7,Returning_Visitor,False,False
0.4,1,1,Returning_Visitor,False,False
1.0,6,3,New_Visitor,True,False
0.8,2,8,Returning_Visitor,False,False
0.2,2,7,Returning_Visitor,False,False
0.8,1,3,Returning_Visitor,False,True
0.0,3,8,New_Visitor,True,False
0.8,2,1,New_Visitor,False,False
0.0,7,1,New_Visitor,True,False
1.0,3,2,Returning_Visitor,True,False
0.4,1,5,New_Visitor,False,False
0.2,2,3,New_Visitor,False,True
0.6,1,6,Returning_Visitor,False,False
0.0,3,5,New_Visitor,False,False
1.0,2,3,Returning_Visitor,True,False
0.0,2,6,Other,False,False
0.8,1,4,Returning_Visitor,False,False
0.0,2,9,Other,False,True
0.0,3,6,New_Visitor,True,False
0.0,3,1,Other,True,False
1.0,3,7,Returning_Visitor,True,False
0.6,2,1,New_Visitor,False,False
0.0,8,7,Returning_Visitor,False,False
0.8,1,8,New_Visitor,False,False
1.0,4,2,Returning_Visitor,True,False
0.2,1,6,Returning_Visitor,False,False
0.0,2,3,Other,False,False
0.0,8,9,Other,True,False
0.2,1,2,Returning_Visitor,False,False
0.8,1,6,Returning_Visitor,False,False
0.8,4,3,Returning_Visitor,False,False
0.6,3,4,Returning_Visitor,False,False
0.0,4,4,New_Visitor,True,False
0.0,2,4,New_Visitor,True,False
0.0,3,7,Other,False,False
0.0,2,3,Other,True,False
0.0,1,8,New_Visitor,True,False
0.6,4,8,Returning_Visitor,False,False
0.4,1,2,Returning_Visitor,False,False
1.0,1,2,Returning_Visitor,True,False
0.4,3,8,Returning_Visitor,False,False
1.0,4,1,Returning_Visitor,True,False
0.8,2,6,Returning_Visitor,False,False
0.6,2,9,Returning_Visitor,False,False
0.0,3,9,New_Visitor,True,False
0.0,2,2,Other,False,True
0.0,4,4,Returning_Visitor,True,False
0.0,8,4,Returning_Visitor,False,False
0.0,4,8,New_Visitor,False,False
0.4,4,9,Returning_Visitor,False,False
0.0,8,3,Returning_Visitor,True,False
1.0,3,3,New_Visitor,True,False
0.4,4,4,Returning_Visitor,False,False
0.0,2,4,Other,True,False
0.0,5,8,Returning_Visitor,False,False
0.4,4,2,New_Visitor,False,True
0.0,8,6,Returning_Visitor,False,False
0.4,2,9,Returning_Visitor,False,False
0.4,2,4,New_Visitor,False,False
0.0,4,6,Returning_Visitor,True,False
0.0,4,9,New_Visitor,False,False
0.6,3,3,New_Visitor,False,False
0.0,4,3,New_Visitor,True,False
0.0,4,6,New_Visitor,True,True
0.2,2,4,Returning_Visitor,False,False
0.0,6,4,Returning_Visitor,True,False
0.4,4,3,Returning_Visitor,False,False
0.8,2,3,New_Visitor,False,False
0.0,1,9,New_Visitor,True,False
0.0,3,3,Other,False,False
0.0,4,2,New_Visitor,True,False
0.4,3,2,Returning_Visitor,False,False
0.2,2,4,New_Visitor,False,False
0.0,4,4,New_Visitor,False,False
0.0,4,6,New_Visitor,False,True
0.0,4,2,New_Visitor,False,False
0.0,8,1,Returning_Visitor,True,False
0.0,4,5,Returning_Visitor,True,False
0.6,4,4,Returning_Visitor,False,False
0.4,2,8,New_Visitor,False,True
0.0,5,4,Returning_Visitor,True,False
0.0,3,9,New_Visitor,False,False
0.6,1,7,Returning_Visitor,False,False
0.8,4,1,Returning_Visitor,False,False
1.0,2,9,Returning_Visitor,True,True
0.0,4,5,Returning_Visitor,False,False
0.0,4,7,New_Visitor,True,True
0.4,1,4,Returning_Visitor,False,False
0.4,1,6,Returning_Visitor,False,False
0.4,3,6,Returning_Visitor,False,True
0.0,4,3,New_Visitor,False,False
0.0,7,2,Returning_Visitor,True,True
0.6,1,3,New_Visitor,False,False
0.8,2,2,Returning_Visitor,True,False
0.0,3,1,Other,False,False
1.0,1,4,Returning_Visitor,True,False
0.0,6,4,Returning_Visitor,False,False
0.8,1,2,Returning_Visitor,True,False
0.0,8,9,New_Visitor,False,False
0.4,4,2,Returning_Visitor,False,False
0.0,8,9,New_Visitor,True,False
0.4,7,6,Returning_Visitor,False,False
0.0,3,2,Other,False,False
0.8,2,9,Returning_Visitor,False,False
0.0,4,7,Returning_Visitor,True,False
0.6,2,3,New_Visitor,False,False
0.0,1,3,Other,False,False
0.0,3,5,New_Visitor,True,False
0.8,7,3,Returning_Visitor,False,False
0.8,6,2,Returning_Visitor,False,False
0.0,1,7,Other,False,False
0.0,3,8,Other,False,False
0.0,1,5,New_Visitor,False,False
0.0,2,1,Other,False,False
0.0,8,7,New_Visitor,False,True
0.8,3,5,Returning_Visitor,False,False
1.0,3,5,Returning_Visitor,True,False
0.0,8,1,New_Visitor,True,False
1.0,2,6,New_Visitor,True,False
0.6,3,9,Returning_Visitor,False,False
0.0,8,2,New_Visitor,False,False
0.0,3,4,Other,False,False
0.4,1,1,New_Visitor,False,True
0.0,4,8,Returning_Visitor,True,False
0.8,4,4,Returning_Visitor,False,False
1.0,6,3,Returning_Visitor,True,False
0.0,1,1,Other,False,False
0.8,2,2,New_Visitor,False,False
0.6,3,2,New_Visitor,False,False
0.0,5,1,Returning_Visitor,False,False
0.2,2,2,New_Visitor,False,True
0.2,4,3,Returning_Visitor,False,False
0.6,1,7,New_Visitor,False,False
0.8,1,1,Returning_Visitor,True,False
0.0,8,5,Returning_Visitor,True,False
0.4,2,3,New_Visitor,False,False
0.8,4,9,Returning_Visitor,False,False
0.6,1,5,Returning_Visitor,False,False
0.4,2,5,New_Visitor,False,True
0.6,6,9,New_Visitor,False,True
0.0,7,1,Returning_Visitor,False,False
0.4,3,7,Returning_Visitor,False,False
0.0,8,3,New_Visitor,False,True
0.6,2,2,New_Visitor,False,True
0.6,3,7,Returning_Visitor,False,False
0.4,2,9,New_Visitor,False,False
0.2,3,8,Returning_Visitor,False,False
1.0,3,8,Returning_Visitor,True,False
0.4,4,1,Returning_Visitor,False,False
0.6,1,1,New_Visitor,False,False
0.6,4,3,New_Visitor,False,True
0.0,8,1,New_Visitor,False,True
0.0,1,4,Other,False,False
0.8,1,7,Returning_Visitor,False,False
0.0,8,4,Returning_Visitor,True,False
0.4,3,5,Returning_Visitor,False,False
0.8,3,2,New_Visitor,False,False
0.8,3,1,Returning_Visitor,True,False
0.6,8,1,Returning_Visitor,False,False
0.6,2,4,New_Visitor,False,False
0.6,3,5,Returning_Visitor,False,False
